title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
Concealed in Death,J.D. Robb,"In a decrepit, long-empty New York building, Lieutenant Eve Dallas’s husband begins the demolition process by swinging a sledgehammer into a wall. When the dust clears, there are two skeletons wrapped in plastic behind it. He summons his wife immediately—and by the time she’s done with the crime scene, there are twelve murders to be solved.The place once housed a makeshift shelter for troubled teenagers, back in the mid-2040s, and Eve tracks down the people who ran it. Between their recollections and the work of the force’s new forensic anthropologist, Eve begins to put names and faces to the remains. They are all young girls. A tattooed tough girl who dealt in illegal drugs. The runaway daughter of a pair of well-to-do doctors. They all had their stories. And they all lost their chance for a better life.Then Eve discovers a connection between the victims and someone she knows. And she grows even more determined to reveal the secrets of the place that was called The Sanctuary—and the evil concealed in one human heart.","['Mystery', 'Romance', 'Fiction', 'Crime', 'Romantic Suspense', 'Futuristic', 'Suspense', 'Science Fiction', 'Thriller', 'Audiobook']",4.31,"24,609 ratings","1,556 reviews","12,135","8,728","3,177",434,135
The Cosmozoids,Robert Tralins,"THEINVASIONOFEARTHSecretly silently, the form-less shapeless horror of the Cosmozoids turned men into hulking zombies.An alien power planned to infect all human intelligence and take over control of the world.By accident, Jim Keith dis-covered what he could do to the Cosmozoids with high-frequency sound waves .",[],2.19,16 ratings,3 reviews,2,1,2,4,7
The Power of Focus,Jack Canfield,"The No 1 reason that stops people from getting what they want is lack of focus. People who focus on what they want, prosper. Those who don't, struggle. In The Power of Focus you'll discover the specific focusing strategies used by the world's most successful men and women. Find out how to:-Focus on your strengths and eliminate everything that is holding you back.-Change bad habits into habits that will make you debt-free and wealthy.-Create an excellent balance between work and family life - without guilt!Your ability to focus will determine your future - start now!","['Self Help', 'Business', 'Nonfiction', 'Personal Development', 'Psychology', 'Productivity', 'Leadership', 'Reference', 'Management', 'Money']",4.15,"6,047 ratings",334 reviews,"2,777","1,890","1,020",247,113
The Survivors,Jane Harper,"Coming home dredges up deeply buried secrets...Kieran Elliott's life changed forever on the day a reckless mistake led to devastating consequences.The guilt that still haunts him resurfaces during a visit with his young family to the small coastal community he once called home.Kieran's parents are struggling in a town where fortunes are forged by the sea. Between them all is his absent brother, Finn.When a body is discovered on the beach, long-held secrets threaten to emerge. A sunken wreck, a missing girl, and questions that have never washed away...","['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Australia', 'Audiobook', 'Suspense', 'Contemporary', 'Adult']",3.76,"93,428 ratings","9,655 reviews","18,440","41,687","26,926","5,119","1,256"
V is for Vengeance,Sue Grafton,"A spiderweb of dangerous relationships lies at the heart.A woman with a murky past jumps off a bridge, or was she thrown? A spoiled kid awash in gambling debt thinks he can beat the system. A lovely woman whose marriage is about to splinter into a thousand fragments. A professional shoplifting ring working for the Mob, racks up millions from stolen goods. A wandering husband is rich and ruthless. A dirty cop is so entrenched on the force he is immune to exposure. A sinister gangster is conscienceless and brutal. A lonely widower mourns the death of his lover, desperate for answers, which may be worse than the pain of his loss. Private detective Kinsey Millhone's thirty-eighth-birthday gift is a punch in the face that leaves her with two black eyes and a busted nose.And an elegant and powerful businessman whose dealings are definitely outside the law: the magus at the center of the web.V: Victim. Violence. Vengeance.","['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Audiobook', 'Detective', 'Thriller', 'Suspense', 'Adult', 'Murder Mystery']",3.99,"31,598 ratings","2,773 reviews","9,588","13,558","7,213","1,037",202
Tested Advertising Methods (5th Edition),Caples,"A legend in advertising for more than 60 years, John Caples still serves as a guide to generations of creative marketing people. Now his classic work on how to create successful advertising has been updated by respected advertising consultant Fred Hahn. It retains all the clarity, candid analysis, time-tested experience and invaluable award-winning ideas from the original, while bringing it right up-to-the-minute on the many new changes in the field.","['Business', 'Nonfiction', 'Writing', 'Psychology', 'Entrepreneurship', 'Communication', 'Buisness', 'Economics', 'How To']",4.23,"1,183 ratings",51 reviews,599,341,182,37,24
The Unwritten Laws of Business,W.J. King,"The bestselling business classic that Raytheon CEOWilliam Swanson made famous .Every once in awhile, there is a book with a message so timeless, so universal, that it transcends generations. The Unwritten Laws of Business is such a book. Originally published over 60 years ago as The Unwritten Laws of Engineering , it has sold over 100,000 copies, despite the fact that it has never been available before to general readers. Fully revised for business readers today, here are but a few of the gems you’ll find in this little-known businessIf you take care of your present job well, the future will take care of itself.The individual who says nothing is usually credited with having nothing to say.Whenever you are performing someone else’s function, you are probably neglecting your own.Martyrdom only rarely makes heroes, and in the business world, such heroes and martyrs often find themselves unemployed.Refreshingly free of the latest business fads and jargon, this is a book that is wise and insightful, capturing and distilling the timeless truths and principles that underlie management and business the world over.The little book with the big history.In the summer of 2005, Business 2.0 published a cover story on Raytheon CEO William Swanson’s self-published pamphlet, Swanson’s Unwritten Rules of Management . Lauded by such chief executives as Jack Welch and Warren Buffett, the booklet becamea quiet phenomenon.As it turned out, much of Swanson’s book drew from a classic of business literature that has been in print for more than sixty years. Now, in a new edition revised and updated for business readers today, we are reissuing the 1944 classic that inspired a number of Swanson’s “rules”: The Unwritten Laws of Business. Filled with sage advice and written in a spare, engaging style, The Unwritten Laws of Business offers insights on working with others, reporting to a boss, organizing a project, running a meeting, advancing your career, and more. Here’s just a sprinkling of the old-fashioned, yet surprisingly relevant, wisdom you’ll find in theseIf you have no intention of listening to, considering, and perhaps using, someone’s opinion, don’t ask for it.Count any meeting a failure that does not end up with a definite understanding as to what’s going to be done, who’s going to do it, and when.The common belief that everyone can do anything if they just try hard enough is a formula for inefficiency at best and for complete failure at worst.It is natural enough to “look out for Number One first,” but when you do, your associates will be noticeably disinclined to look out for you.Whether you’re a corporate neophyte or seasoned manager, this charming book reveals everything you need to know about the “unwritten” laws of business.","['Business', 'Engineering', 'Nonfiction', 'Management', 'Programming', 'Self Help', 'Technology', 'Science', 'Computer Science', 'Leadership']",4.00,"5,712 ratings",127 reviews,"2,434","1,610","1,101",368,199
Dearie: The Remarkable Life of Julia Child,Bob Spitz,"It’s rare for someone to emerge in America who can change our attitudes, our beliefs, and our very culture. It’s even rarer when that someone is a middle-aged, six-foot three-inch woman whose first exposure to an unsuspecting public is cooking an omelet on a hot plate on a local TV station.  And yet, that’s exactly what Julia Child did.  The warble-voiced doyenne of television cookery became an iconic cult figure and joyous rule-breaker as she touched off the food revolution that has gripped America for more than fifty years.Now, in Bob Spitz’s definitive, wonderfully affectionate biography, the Julia we know and love comes vividly — and surprisingly — to life.  In Dearie , Spitz employs the same skill he brought to his best-selling, critically acclaimed book The Beatles , providing a clear-eyed portrait of one of the most fascinating and influential Americans of our time — a woman known to all, yet known by only a few.At its heart, Dearie is a story about a woman’s search for her own unique expression.  Julia Child was a directionless, gawky young woman who ran off halfway around the world to join a spy agency during World War II.  She eventually settled in Paris, where she learned to cook and collaborated on the writing of what would become Mastering the Art of French Cooking, a book that changed the food culture of America.   She was already fifty when The French Chef went on the air —  at a time in our history when women weren’t making those leaps.  Julia became the first educational TV star, virtually launching PBS as we know it today; her marriage to Paul Child formed a decades-long love story that was romantic, touching, and quite extraordinary.A fearless, ambitious, supremely confident woman, Julia took on all the pretensions that embellished tony French cuisine and fricasseed them to a fare-thee-well, paving the way for everything that has happened since in American cooking, from TV dinners and Big Macs to sea urchin foam and the Food Channel.  Julia Child’s story, however, is more than the tale of a talented woman and her sumptuous craft.  It is also a saga of America’s coming of age and growing sophistication, from the Depression Era to the turbulent sixties and the excesses of the eighties to the greening of the American kitchen.  Julia had an effect on and was equally affected by the baby boom, the sexual revolution, and the start of the women’s liberation movement.On the centenary of her birth, Julia finally gets the biography she richly deserves.  An in-depth, intimate narrative, full of fresh information and insights, Dearie is an entertaining, all-out adventure story of one of our most fascinating and beloved figures.From the Hardcover edition.","['Biography', 'Nonfiction', 'Food', 'Biography Memoir', 'History', 'Cooking', 'Memoir', 'Audiobook', 'Foodie', 'Womens']",3.87,"9,345 ratings","1,156 reviews","2,948","3,588","1,844",589,376
The Man Who Smiled,Henning Mankell,"The Man Who Smiled begins with Inspector Kurt Wallander deep in a personal and professional crisis after killing a man in the line of duty; eventually, he vows to quit the Ystad police force for good. Just then, however, a friend who had asked Wallander to look into the death of his father winds up dead himself, shot three times. Ann-Britt Hoglund, the department's first female detective, proves to be his best ally as he tries to pierce the smiling facade of his prime suspect, a powerful multinational business tycoon. But just as he comes close to uncovering the truth, the same shadowy threats responsible for the murders close in on Wallander himself.All of Henning Mankell's talents as a master of the modern police procedural, which have earned him legions of fans worldwide, are showcased in , which is the fourth of the eight Wallander books published thus far in English.","['Mystery', 'Crime', 'Fiction', 'Thriller', 'Scandinavian Literature', 'Sweden', 'Detective', 'Nordic Noir', 'Mystery Thriller', 'Swedish Literature']",3.94,"24,048 ratings","1,031 reviews","6,791","10,617","5,449",896,295
This Bird Has Flown,Susanna Hoffs,"Jane Start is thirty-three, broke, and recently single. Ten years prior, she had a hit song—written by world-famous superstar Jonesy—but Jane hasn’t had a breakout since. Now she's living out of four garbage bags at her parents’ house, reduced to performing to Karaoke tracks in Las Vegas.  Rock bottom .But when her longtime manager Pippa sends Jane to London to regroup, she’s seated next to an intriguing stranger on the flight—the  other  Tom Hardy, an elegantly handsome Oxford professor of literature. Jane is instantly smitten by Tom, and soon, truly inspired. But it’s not Jane’s past alone that haunts her second chance at stardom, and at love. Is Tom all that he seems? And can Jane emerge from the shadow of Jonesy's earlier hit, and into the light of her own?In turns deeply sexy, riotously funny, and utterly joyful,  This Bird Has Flown  explores love, passion, and the ghosts of our past, and offers a glimpse inside the music business that could only come from beloved songwriter Susanna Hoffs.","['Romance', 'Fiction', 'Contemporary', 'Music', 'Chick Lit', 'Audiobook', 'Adult', 'Contemporary Romance', 'Adult Fiction', 'British Literature']",3.21,"5,521 ratings",927 reviews,594,"1,507","2,161",959,300
Bossman,Vi Keeland,"ReeseThe first time I met Chase Parker, I didn’t exactly make a good impression.I was hiding in the bathroom hallway of a restaurant, leaving a message for my best friend to save me from my awful date.He overheard and told me I was a bitch, then proceeded to offer me some dating advice.So I told him to mind his own damn business—his own tall, gorgeous, full-of-himself damn business—and went back to my miserable date.When he walked by my table, he smirked, and I watched his arrogant, sexy ass walk back to his date.I couldn’t help but sneak hidden glances at the condescending jerk on the other side of the room. Of course, he caught me on more than one occasion, and winked.When the gorgeous stranger and his equally hot date suddenly appeared at our table, I thought he was going to rat me out.But instead, he pretended we knew each other and joined us—telling elaborate, embarrassing stories about our fake childhood.My date suddenly went from boring to bizarrely exciting.When it was over and we parted ways, I thought about him more than I would ever admit, even though I knew I’d never see him again.I mean, what were the chances I’d run into him again in a city with eight million people?Then again…What were the chances a month later he’d wind up being my new sexy boss?","['Romance', 'Contemporary', 'Contemporary Romance', 'New Adult', 'Adult', 'Humor', 'Audiobook', 'Erotica', 'Chick Lit', 'Fiction']",4.14,"69,195 ratings","5,810 reviews","28,198","26,554","11,342","2,338",763
The Hanging Garden,Ian Rankin,"The Hanging Gardens of Babylon... The hanging of four French villagers in World War II... The hanging of an old man in a Scottish cemetery... Seemingly random facts linked to one man...Detective Inspector John Rebus is buried under a pile of paperwork generated by his investigations into a suspected war criminal, and his immediate supervisors are more than happy to have him tucked away in a quiet backwater for several months. However, the escalating dispute between upstart Tommy Telford and Big Ger Cafferty's gang soon gives Rebus an escape clause. Telford is known to have close ties to a man nicknamed Mr. Pink Eyes, a brutal gangster running a lucrative business bringing Chechen refugees into Britain to work as prostitutes. And when Rebus takes under his wing a distraught Bosnian call girl, it gives him a personal reason to make sure Telford takes the high road out of town. Within days, Rebus's daughter is the victim of an all-too-professional hit-and-run, and Rebus knows that there's nothing he won't do to bring down prime suspect Tommy Telford--even if it means cutting a deal with the devil.A chilling glimpse into the darkest extremes of human cruelty, a page-turning literary thriller, The Hanging Garden, the ninth entry in Ian Rankin's award-winning series confirms his reputation as a writer of rare and lasting gifts.","['Crime', 'Mystery', 'Fiction', 'Scotland', 'Thriller', 'Detective', 'Mystery Thriller', 'Murder Mystery', 'British Literature', 'Police']",4.09,"13,097 ratings",467 reviews,"4,312","6,135","2,244",292,114
When a Scot Ties the Knot,Tessa Dare,"On the cusp of her first London season, Miss Madeline Gracechurch was shyly pretty and talented with a drawing pencil, but hopelessly awkward with gentlemen. She was certain to be a dismal failure on the London marriage mart. So Maddie did what generations of shy, awkward young ladies have done: she invented a sweetheart.A Scottish sweetheart. One who was handsome and honorable and devoted to her, but conveniently never around. Maddie poured her heart into writing the imaginary Captain MacKenzie letter after letter … and by pretending to be devastated when he was (not really) killed in battle, she managed to avoid the pressures of London society entirely.Until years later, when this kilted Highland lover of her imaginings shows up in the flesh. The real Captain Logan MacKenzie arrives on her doorstep—handsome as anything, but not entirely honorable. He’s wounded, jaded, in possession of her letters… and ready to make good on every promise Maddie never expected to keep.","['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Adult', 'Fiction', 'Regency', 'Audiobook', 'Scotland', 'Regency Romance']",3.93,"38,156 ratings","4,797 reviews","11,487","15,303","9,072","1,825",469
Mr. Wrong Number,Lynn Painter,"Things get textual when a steamy message from a random wrong number turns into an anonymous relationship in this hilarious rom-com by Lynn Painter.Bad luck has always followed Olivia Marshall…or maybe she’s just the screw-up her family thinks she is. But when a “What are you wearing?” text from a random wrong number turns into the hottest, most entertaining—albeit anonymous—relationship of her life, she thinks things might be on the upswing….Colin Beck has always considered Olivia his best friend’s annoying little sister, but when she moves in with them after one of her worst runs of luck, he realizes she’s turned into an altogether different and sexier distraction. He’s sure he can keep his distance, until the moment he discovers she’s the irresistible Miss Misdial he’s been sort of sexting for weeks—and now he has to decide whether to turn the heat up or ghost her before things get messy.","['Romance', 'Contemporary', 'Contemporary Romance', 'Adult', 'Fiction', 'Audiobook', 'Chick Lit', 'New Adult', 'Humor', 'Adult Fiction']",3.71,"87,650 ratings","11,630 reviews","17,982","35,660","26,055","6,240","1,713"
Lord of Scoundrels,Loretta Chase,"DETERMINED LADYTough-minded Jessica Trent's sole intention is to free her nitwit brother from the destructive influence of Sebastian Ballister, the notorious Marquess of Dain. She never expects to desire the arrogant, amoral cad. And when Dain's reciprocal passion places them in a scandalously compromising, and public, position, Jessica is left with no choice but to seek satisfaction...LORD OF SCOUNDRELSthe minx for tempting him, him... and then him to salvage her reputation! Lord Dain can't wait to put the infuriating bluestocking in her place—and in some amorous position. And if that means marriage, so be it!—though Sebastian is less than certain he can continue to remain aloof... and steel his heart to the sensuous, headstrong lady's considerable charms.","['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Adult', 'Beauty and The Beast', 'Regency Romance', 'Humor']",4.09,"36,326 ratings","3,374 reviews","15,436","11,987","6,336","1,761",806
"The Brothers: John Foster Dulles, Allen Dulles & Their Secret World War",Stephen Kinzer,"A joint biography of John Foster Dulles and Allen Dulles, who led the United States into an unseen war that decisively shaped today's worldDuring the 1950s, when the Cold War was at its peak, two immensely powerful brothers led the United States into a series of foreign adventures whose effects are still shaking the world.John Foster Dulles was secretary of state while his brother, Allen Dulles, was director of the Central Intelligence Agency. In this book, Stephen Kinzer places their extraordinary lives against the background of American culture and history. He uses the framework of biography to ask: Why does the United States behave as it does in the world?explores hidden forces that shape the national psyche, from religious piety to Western movies—many of which are about a noble gunman who cleans up a lawless town by killing bad guys. This is how the Dulles brothers saw themselves, and how many Americans still see their country's role in the world.Propelled by a quintessentially American set of fears and delusions, the Dulles brothers launched violent campaigns against foreign leaders they saw as threats to the United States. These campaigns helped push countries from Guatemala to the Congo into long spirals of violence, led the United States into the Vietnam War, and laid the foundation for decades of hostility between the United States and countries from Cuba to Iran.The story of the Dulles brothers is the story of America. It illuminates and helps explain the modern history of the United States and the world.A Best Nonfiction Book of 2013","['History', 'Biography', 'Nonfiction', 'Politics', 'American History', 'Espionage', 'War', '20th Century', 'The United States Of America', 'Biography Memoir']",4.11,"3,550 ratings",527 reviews,"1,347","1,464",579,98,62
At Home in Mitford,Jan Karon,"Enter the world of Mitford, and you won't want to leave.It's easy to feel at home in Mitford. In these high, green hills, the air is pure, the village is charming, and the people are generally lovable.Yet, Father Tim, the bachelor rector, wants something more. Enter a dog the size of a sofa who moves in and won't go away. Add an attractive neighbor who begins wearing a path through the hedge. Now, stir in a lovable but unloved boy, a mystifying jewel theft, and a secret that's sixty years old.Suddenly, Father Tim gets more than he bargained for. And readers get a rich, provincial comedy in which mysteries and miracles abound.- Includes new Readers' Guide to group discussion or personal reflection- Includes a new introduction by Professor Dale Brown, a friend of Jan Karon.","['Fiction', 'Christian Fiction', 'Christian', 'Adult Fiction', 'Contemporary', 'Inspirational', 'Adult', 'Novels', 'Romance', 'Religion']",4.13,"65,163 ratings","4,373 reviews","29,769","19,971","10,848","2,985","1,590"
For Your Eyes Only,Ian Fleming,"Librarian's note: this entry relates to the collection of short stories under the title of ""For Your Eyes Only."" The individual stories can be found elsewhere.Now this sounds interesting: ""Bond watched her as she reached the edge of the tables and came up the aisle. It was hopeless. She was coming to meet someone—her lover. She was the sort of woman who always belongs to somebody else. What damnable luck! Before Bond could pull himself together, the girl had come up to his table and sat down. ‘I’m sorry I’m late. We’ve got to get moving at once. You’re wanted at the office.’ She added under her breath: ‘Crash dive.""Here we find sudden emergencies and beautiful girls who aren’t quite what they seem - the stock-in-trade of James Bond. When 007 is on the case there’s only one thing you can be sure of, that the result will be thrilling. Whether he’s dealing with the assassination of a Cuban thug in America, the destruction of an international heroin ring, or sudden death in the Seychelles, Bond gets the job done. In his own suave and unmistakable style!The stories are: 1. ""From a View to a Kill;"" 2. ""For Your Eyes Only;"" 3. ""Quantum of Solace;"" 4. ""Risico;"" and 5. ""The Hildebrand Rarity.""","['Fiction', 'Thriller', 'Espionage', 'Short Stories', 'Mystery', 'Adventure', 'Classics', 'Mystery Thriller', 'Audiobook', 'British Literature']",3.66,"14,378 ratings",761 reviews,"2,770","5,272","5,143","1,060",133
A Mind at Play: How Claude Shannon Invented the Information Age,Jimmy Soni,"The life and times of one of the foremost intellects of the twentieth century: Claude Shannon—the neglected architect of the Information Age, whose insights stand behind every computer built, email sent, video streamed, and webpage loaded.Claude Shannon was a groundbreaking polymath, a brilliant tinkerer, and a digital pioneer. He constructed a fleet of customized unicycles and a flamethrowing trumpet, outfoxed Vegas casinos, and built juggling robots. He also wrote the seminal text of the digital revolution, which has been called “the Magna Carta of the Information Age.” His discoveries would lead contemporaries to compare him to Albert Einstein and Isaac Newton. His work anticipated by decades the world we’d be living in today—and gave mathematicians and engineers the tools to bring that world to pass.In this elegantly written, exhaustively researched biography, Jimmy Soni and Rob Goodman reveal Claude Shannon’s full story for the first time. It’s the story of a small-town Michigan boy whose career stretched from the era of room-sized computers powered by gears and string to the age of Apple. It’s the story of the origins of our digital world in the tunnels of MIT and the “idea factory” of Bell Labs, in the “scientists’ war” with Nazi Germany, and in the work of Shannon’s collaborators and rivals, thinkers like Alan Turing, John von Neumann, Vannevar Bush, and Norbert Wiener.And it’s the story of Shannon’s life as an often reclusive, always playful genius. With access to Shannon’s family and friends, brings this singular innovator and creative genius to life.","['Biography', 'Science', 'Nonfiction', 'History', 'Technology', 'Computer Science', 'Mathematics', 'Biography Memoir', 'Computers', 'History Of Science']",4.17,"2,334 ratings",270 reviews,954,925,371,62,22
Christopher and His Kind: A Biography,Christopher Isherwood,"Christopher and His Kind is an intriguing slice of autobiography. It covers ten years in the writer's life-from 1929, when Isherwood left England to sp a week in Berlin and decided to stay there indefinitely, to the beginning of 1939, when he arrived in New York to start a life in the States.The book revealingly contrasts fact with fiction-the real people Isherwood met in Germany with the portraits of them in his two Berlin novels, who then appeared again, fictionalized to an even greater degree, in I Am a Camera and Cabaret.But one does not need to be familiar with his body of work to appreciate the powerful and compelling story he tells here. Isherwood left Berlin in 1933, after Hitler came to power. For the next four years, he wandered around Europe-through Greece, Spain, Portugal, Denmark, Holland, Belgium, and France-with a German boy named Heinz.The characters in the book include W.H. Auden, Stephen Sper, and E.M. Forster as well as the literary circles of Somerset Maugham and Virginia Woolf. Chronicling German refugees and the British colony in Portugal, the Group Theatre company (which performed the three Auden-Isherwood plays) and the film studio where he worked and which he used as the setting for Prater Violet, Christopher and His Kind is an engrossing and powerfully rered portrait of a decade in the life of a major writer.","['Nonfiction', 'LGBT', 'Queer', 'Biography', 'Memoir', 'Gay', 'Classics', 'History', 'Biography Memoir', 'Autobiography']",4.07,"3,365 ratings",220 reviews,"1,236","1,323",644,129,33
Bone Crier's Moon,Kathryn Purdie,"Bone Criers have a sacred duty. They alone can keep the dead from preying on the living. But their power to ferry the spirits of the dead into goddess Elara’s Night Heavens or Tyrus’s Underworld comes from sacrifice. The gods demand a promise of dedication. And that promise comes at the cost of the Bone Criers’ one true love.Ailesse has been prepared since birth to become the matriarch of the Bone Criers, a mysterious famille of women who use strengths drawn from animal bones to ferry dead souls. But first she must complete her rite of passage and kill the boy she’s also destined to love.Bastien’s father was slain by a Bone Crier and he’s been seeking revenge ever since. Yet when he finally captures one, his vengeance will have to wait. Ailesse’s ritual has begun and now their fates are entwined—in life and in death.Sabine has never had the stomach for the Bone Criers’ work. But when her best friend Ailesse is taken captive, Sabine will do whatever it takes to save her, even if it means defying their traditions—and their matriarch—to break the bond between Ailesse and Bastien. Before they all die.","['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Magic', 'Fiction', 'High Fantasy', 'Fantasy Romance', 'Audiobook', 'Paranormal']",3.66,"24,761 ratings","3,875 reviews","5,178","9,288","7,578","2,160",557
Hitler: 1889-1936 Hubris,Ian Kershaw,"From his illegitimate birth in a small Austrian village to his fiery death in a bunker under the Reich chancellery in Berlin, Adolf Hitler left a murky trail, strewn with contradictory tales & overgrown with self-created myths. One truth prevails: the sheer scale of the evils that he unleashed on the world has made him a demonic figure without equal in this century. Kershaw's Hitler brings us closer than ever before to the character of the bizarre misfit in his 30-year ascent from a Viennese shelter for the indigent to uncontested rule over the German nation that had tried & rejected democracy in the crippling aftermath of WWI. With extraordinary vividness, Kershaw recreates the settings that made Hitler's rise possible: the virulent anti-Semitism of prewar Vienna, the crucible of a war with immense casualties, the toxic nationalism that gripped Bavaria in the 20s, the undermining of the Weimar Republic by extremists of the Right & the Left, the hysteria that accompanied Hitler's seizure of power in 1933 & then mounted in brutal attacks by his storm troopers on Jews & others condemned as enemies of the Aryan race. In an account drawing on many previously untapped sources, Hitler metamorphoses from an obscure fantasist, a drummer sounding an insistent beat of hatred in Munich beer halls, to the instigator of an infamous failed putsch &, ultimately, to the leadership of a ragtag alliance of right-wing parties fused into a movement that enthralled the German people. This volume, 1st of two, ends with the promulgation of the infamous Nuremberg laws that pushed German Jews to the outer fringes of society, & with the march of the German army into the Rhineland, Hitler's initial move toward the abyss of war.","['History', 'Biography', 'Nonfiction', 'World War II', 'Germany', 'War', 'European History', 'Politics', 'World History', 'Holocaust']",4.14,"6,398 ratings",238 reviews,"3,057","1,978",801,299,263
The Sun Does Shine: How I Found Life and Freedom on Death Row,Anthony Ray Hinton,"A powerful, revealing story of hope, love, justice, and the power of reading by a man who spent thirty years on death row for a crime he didn't commit.In 1985, Anthony Ray Hinton was arrested and charged with two counts of capital murder in Alabama. Stunned, confused, and only twenty-nine years old, Hinton knew that it was a case of mistaken identity and believed that the truth would prove his innocence and ultimately set him free.But with no money and a different system of justice for a poor black man in the South, Hinton was sentenced to death by electrocution. He spent his first three years on Death Row at Holman State Prison in agonizing silence—full of despair and anger toward all those who had sent an innocent man to his death. But as Hinton realized and accepted his fate, he resolved not only to survive, but find a way to live on Death Row. For the next twenty-seven years he was a beacon—transforming not only his own spirit, but those of his fellow inmates, fifty-four of whom were executed mere feet from his cell. With the help of civil rights attorney and bestselling author of , Bryan Stevenson, Hinton won his release in 2015.With a foreword by Stevenson, is an extraordinary testament to the power of hope sustained through the darkest times. Destined to be a classic memoir of wrongful imprisonment and freedom won, Hinton’s memoir tells his dramatic thirty-year journey and shows how you can take away a man’s freedom, but you can’t take away his imagination, humor, or joy.","['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'True Crime', 'Race', 'Social Justice', 'Biography Memoir', 'Autobiography', 'Crime']",4.64,"55,844 ratings","8,033 reviews","39,968","12,686","2,538",425,227
Three to Get Deadly,Janet Evanovich,"Stephanie Plum, the brassy babe in the powder blue Buick is back and she's having a bad hair day -- for the whole month of January. She's been given the unpopular task of finding Mo Bedemier, Trenton's most beloved citizen, arrested for carrying concealed, gone no-show for his court appearance.And to make matters worse, she's got Lula, a former hooker turned file clerk -- now a wannabe bounty hunter -- at her side, sticking like glue. Lula's big and blonde and black and itching to get the chance to lock up a crook in the trunk of her car.Morelli, the New Jersey vice cop with the slow-burning smile that undermines a girl's strongest resolve is being polite. So what does this mean? Has he found a new love? Or is he manipulating Steph, using her in his police investigation, counting on her unmanageable curiosity and competitive Jersey attitude?Once again, the entire crew is in action, including Ranger and Grandma Mazur, searching for Mo, tripping down a trail littered with dead drug dealers, leading Stephanie to suspect Mo has traded his ice-cream scoop for a vigilante gun.Cursed with a disastrous new hair color and an increasing sense that it's really time to get a new job, Stephanie spirals and tumbles through with all the wisecracks and pace her fans have come to expect.","['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Mystery Thriller', 'Comedy', 'Contemporary', 'Audiobook']",4.15,"152,155 ratings","3,843 reviews","59,531","59,635","29,279","3,080",630
A Noise Downstairs,Linwood Barclay,"Duration: 9 hours, 9 minutesThe New York Times bestselling author of No Time for Goodbye returns with a haunting psychological thriller that blends the twists and turns of Gillian Flynn with the driving suspense of Harlan Coben, in which a man is troubled by odd sounds for which there is no rational explanation.College professor Paul Davis is a normal guy with a normal life. Until, driving along a deserted road late one night, he surprises a murderer disposing of a couple of bodies. That’s when Paul’s ""normal"" existence is turned upside down. After nearly losing his own life in that encounter, he finds himself battling PTSD, depression, and severe problems at work. His wife, Charlotte, desperate to cheer him up, brings home a vintage typewriter—complete with ink ribbons and heavy round keys—to encourage him to get started on that novel he’s always intended to write.However, the typewriter itself is a problem. Paul swears it’s possessed and types by itself at night. But only Paul can hear the noise coming from downstairs; Charlotte doesn’t hear a thing. And she worries he’s going off the rails.Paul believes the typewriter is somehow connected to the murderer he discovered nearly a year ago. The killer had made his victims type apologies to him before ending their lives. Has another sick twist of fate entwined his life with the killer—could this be the same machine? Increasingly tormented but determined to discover the truth and confront his nightmare, Paul begins investigating the deaths himself.But that may not be the best thing to do. Maybe Paul should just take the typewriter back to where his wife found it. Maybe he should stop asking questions and simply walk away while he can. . .","['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Psychological Thriller', 'Crime', 'Horror', 'Adult']",3.84,"15,476 ratings","2,130 reviews","3,942","6,466","3,930",890,248
