title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
The Family Made of Dust,Laine Cunningham,"For fans of Sara Gruen's At the Water's Edge and Sue Monk Kidd's The Secret Life of Bees.""One of the best novels in ten years."" Hackney Literary Awards CommitteeIn this gripping debut novel ranked alongside Pulitzer Prize winning authors William Styron and Horton Foote, a search for a missing friend unearths the price one adopted boy paid for his family.Gabriel Branch is a man displaced. Having lost his boyhood family to brutal adoption policies, his carefully constructed adult life balances on an emotional razor's edge. Then his best friend disappears in the vast desert that is Australia's interior. The only clue is an Aboriginal artifact that leads Gabe back to the land of his birth.As he searches for the friend who was like a brother, memories arise unbidden. Memories of the uncle who swung him up into a tree and called him Little Breeze. Memories of the mother he lost. Memories of the candy that the social workers used to steal him away to an orphanage where he and his brother were separated first by walls and then by different adoptions.Armed only with his totem animal, Gabe must find real peace before the weight of his past crushes him completely.",[],4.00,26 ratings,9 reviews,10,10,3,2,1
Feudlings in Sight,Wendy Knight,"Boys of war suck at romance.Charity Delyle has lived in the shadow of her Prodigy cousin and his powerful Guard since the day she was born. And she doesn’t mind—really. Except that being in Hunter’s shadow means that he can’t see her. And she’d like that to change.Hunter has one purpose in life: Protect the Prodigy, or die trying. That means a social life, school, and even Charity come last until the war is over. For the most part, he’s okay with that—he can lose everything if he has to…except his seer.Starting at a new school should be much safer than living in a war-ravaged Carules headquarters. But this new school is different than the others. Friendships are forged and destinies are questioned, and Hunter’s decision could cost them all everything they’ve been hoping for.",[],3.99,337 ratings,32 reviews,137,91,84,20,5
The Nightingales of Troy: Connected Stories,Alice Fulton,"Set in Troy, New York, this linked collection follows a quirky and resilient family of women throughout the twentieth century. In 1908, Mamie Garrahan faces childbirth aided by her arsenic-eating sister-in-law Kitty, a nun who grows opium poppies, and a doctor who prescribes Bayer Heroin. ""In the twentieth century, I believe there are no saints left,"" Mamie remarks. But her daughters and granddaughter test this notion with far-reaching consequences. Kitty's arsenic reappears sixty years later in the hands of her distraught niece. A schoolgirl's passion for the Beatles and Melville―a passion both lonely and funny―shapes her life. Each decade is illuminated by endearingly eccentric characters: an anorexic waitress falls for a wealthy college boy in the jazz age...an exuberant young nurse questions science during the Depression...a homely seamstress designs a scandalous dress in the 1950s. The Nightingales of Troy , the first fiction collection by an acclaimed American poet, creates a vividly palpable sense of time and place. Alice Fulton's memorable characters confront the deepest dilemmas with bravery and abiding love.",[],3.57,204 ratings,39 reviews,50,71,42,28,13
"Tall, Dark Streak of Lightning",J.M. Richards,"Anna is a geeky freshman at a small Pittsburgh college. When she meets Davin, the campus weirdo, she promptly befriends him--and finds herself perpetually pulling out her first aid kit to patch up his mysterious injuries. But when a shadowy superhero begins to make the news, she has to wonder if there is a connection between them. Is she overthinking things as usual, or has she just become best friends with a superhero?",[],3.69,98 ratings,13 reviews,35,21,25,11,6
Lifeboat,A.B. Shepherd,"Cass has lost everything; her husband, her son, and her will to live.She walks in the dark when sleep eludes her. One sleepless summer night she spies a UFO and discovers a new obsession. It gives much-needed focus to her empty life.When natural disasters destroy the Earth, Cass and other survivors are rescued and taken to a new world where the human race can begin anew. But something is wrong here. This may not be the paradise they’ve been promised. Survivors are vanishing without a trace.Can Cass unravel the riddle in time to save herself?",[],3.74,72 ratings,32 reviews,21,28,11,7,5
Strigoi,Wynter Wilkins,"Lady Renata LeSabitine is a mortal witch who comes from a long lineage of Gypsies. Kidnapped and adopted at birth by an evil vampire coven, Renata is forced into a cruel and corrupt life. Renata's adopted father arranges for her to marry a fellow vampire who holds tight reins on Renata and demands she give up her religion and practicing witchcraft. Hoping to seek divine help, Renata meets Lord Lane Deluca. They fall in love and vow to be together, but Renata's fiancee has other plans in store for the couple. Can Lane save Renata from the evil vampire, or will her blood be splattered on Lane's hands?",[],4.29,14 ratings,4 reviews,8,3,2,1,0
Fiona Thorn and the Carapacem Spell,Jen Barton,"When Fiona Thorn, an ornery orphan with an expertise in explosives, sets out to rescue her imprisoned friend, Jaydin Rowan, she wants nothing more than a few sleeping guards and a satchel full of Blast. What she gets is a run-in with three bickering princesses that puts all four girls on the wrong side of a locked dungeon door.Now, accidentally involved in a plot to assassinate the King and accused of kidnapping the princesses, Fiona must find a way to free them all, save the King, and rescue Jaydin, all while struggling to pay the magical debt that's slowly killing her. Unless the princesses' annoying sibling rivalry kills her first.Packed with powerful magic, fun-loving fairies and a vicious ogre turned pet, Fiona Thorn and the Carapacem Spell is a fantasy kids' book sure to become a favorite in middle grade fiction.",[],4.20,40 ratings,16 reviews,21,10,6,2,1
The Aquatic Labyrinth: A Venetian Mystery,Alastair Fontana,"When Jacopo came back home, he could not have ever imagined that in a few hours he would have found himself running for his life across the most mesmerizing maze ever built, Venice. He would have never believed he would be dragging himself like a wounded animal, breathless and clueless through the alleys and across the canals of the city, desperately trying to extricate a murder he did not commit, to find the key of the mysterious labyrinth of events he had entered without even noticing.",[],3.75,133 ratings,64 reviews,37,41,42,11,2
Dawn of the Knight I - Xeltian Invitation,Steven M. Vincent,"In the spring of 220 Minores, the world of Xeltia brought its black army to bear down upon the kingdoms of mankind. Led by the Corrupter and her Knight, they sought the Collapse - a fate worse than death, encompassing all and never to be undone.Yet as the three kings united and the true knights arose, the onslaught was met on the eastern plains of Rolace. Many lives were ended, kingdoms shattered, but in the end the terrible evil was driven away. An era of flourishing peace would follow, which men called the Dawn.But decades would pass, and this would become legend. True knights would fade, and the Corrupter would return, once again seeking the Collapse. Her Xeltian Knight would pit the hearts of man against his brothers using their anger, greed, and lust. There would be no united resistance this time... Only a boy seeking to fulfill a promise.",[],4.58,12 ratings,4 reviews,8,3,1,0,0
Diaries of a College Girl,Ava Kensington,"Diaries of a College Girl is an explicit personal memoir that details, in uncensored form, the experiences of a young female college student attempting to navigate her way through life, love, and everything in between. It's sometimes raw, sometimes graphic, sometimes salacious, but always 100% honest.",[],3.31,16 ratings,0 reviews,5,2,4,3,2
The Fig Orchard,Layla Fiske,"The unforgettable story of a woman splintered by war and cultural mores, desperately struggling to hold her family together, THE FIG ORCHARD is a rich, compelling epic of love, heroism, family and empowerment. In an isolated, tradition-bound village high above the Jordan River, balancing delicately amidst age-old superstitions and religious orthodoxy, Nisrina Huniah, a fifteen-year-old girl, is torn between innocent imaginings and looming apprehensions as she marries a man she has never met, only to fall in love on the night they are wed. Her joy takes a heart-wrenching turn when the encroaching World War fiercely shatters her reality, propelling her on an unexpected journey where she develops friendships that ultimately alter her perception of herself and the world around her. Beautifully written, this sweeping epic of love and friendship, longing, and the hope of redemption is woven into a colorful tapestry that comes alive against the vibrant backdrop of life in early twentieth-century Middle East. With its haunting and deeply affecting ending, THE FIG ORCHARD will remain in the hearts and minds of its readers long after the last page is turned.",[],4.13,348 ratings,60 reviews,140,129,66,9,4
Resurrecting Cybele,Jenifer Mohammed,"Cybele Moondragon is an unemployed English graduate student who is disillusioned with her life and tired of being in debt. She decides to resurrect a matriarchal cult based on the pagan goddess Cybele in order to make a lot of money and empower men and women who are stifled in more traditional, patriarchal religions. Cybele is joined in her quest by her best friend Janus Styx, a Psychology graduate student who helps with the funding for the cult but, unknown to Cybele, manipulates vulnerable members of the cult for his own purposes. Gabriel Anderson is an undercover investigative reporter who realizes he can get the inside scoop on the birth of a pagan cult in Winnipeg and its possible links to eco-terrorism. Cybele slowly discovers that while she leads ceremonies in hopes of showing her followers the path to spiritual enlightenment, Janus is playing a dangerous game of manipulation with his. Will Cybele succeed in resurrecting her life and ushering a new matriarchal religion into the world or will she fall prey to Janus's machinations and become the scapegoat in his quest for power and control? You'll have to read the book to find out.",[],3.86,37 ratings,18 reviews,16,9,6,3,3
The Kiss,Scott E. Blumenthal,"Gold Medal: Independent Publisher Book Award (2014)Winner: International Book Award (2015)Finalist: International Book Award (2015)November, 1941. War and genocide have plunged Europe into darkness. Then, a ray of sunlight: whispers of Aron Beckman, an extraordinary young Jewish musician in Poland - barely twenty years old, they say - who plays the harp that belonged to King David himself. They say that Aron has formed a trio with two fellow prodigies, and that the music is like nothing ever heard before. That it is powerful. That it moves people to do great things. That it can bring the dead back to life. They say the musicians can lift the darkness. And that they are on their way. ""This breathtaking novel... will stay with you long after you've read the last page."" -Ari L. Goldman, author of The Search for God at Harvard ""The Kiss is both brutal and breathtaking...in a way that is utterly fresh and altogether original. I couldn't put it down, and when the end came I couldn't bear to part with it. A stunning, heartbreaking page-turner."" -Elizabeth Volpe, two-time Pushcart Prize nominee, author of Brewing in Eden ""Moving...powerful. Blumenthal's debut novel keeps us asking the big questions."" -Katharine Weber, author of The Music Lesson, Triangle, True Confections",[],4.33,58 ratings,13 reviews,28,24,4,1,1
Beneath the Bamboo: A Vietnam War Story,Stan Taylor,"Excerpt:“I watched two point men take a 50-caliber machine gun bullet to the head, and watched the third being grabbed and taken behind enemy lines. Two of the enemy soldiers, which we often referred to as gooks, quickly came after me. As I quickly mowed them down with my automatic rifle, I crawled backwards away from the enemy gunfire, using my helmet to push sand in front of me as I went, which made it possible to look behind me. But as I looked back, I realized that my safety net was no longer safe. I saw my entire company falling like dominoes. Medics were running left and right, risking their lives to help others with bravery that even the most amazing soldier couldn’t hope to match. Some of the events I witnessed during that moment were beyond comprehension. I watched a young, courageous black medic take an 81-millimeter round to his head, and his whole body instantly turned to smoke. Young nineteen and twenty year old kids were crying like children, but fighting like someone had raped their sisters. So many things were going through my head at that moment, and in one single heartbeat I was overwhelmed with a flashback of my entire life. This is my story, from point A to B, of my life and times in the midst of hell on Earth.”",[],4.24,274 ratings,13 reviews,144,73,41,10,6
The Leopard Vanguard,T.A. Uner,"The Saga Begins....Set during the early years of the reign of the Mad Emperor Caligula, this first installment of the Leopard King Saga introduces us to Tullus, a gifted Roman Centurion who resigns his elite position in the Praetorian Guard to join a troupe of circus performers and learn more about his hidden magical talents. Along with his new partner, a magical Leopardess named Celestra, he re-invents himself as The Leopard King, the most famous entertainer in all the Roman Empire. But when Tullus' friend and Circus Ringmaster, Paullus Gabinius, is killed, Tullus and Celestra find themselves immersed in political intrigue and up against Paullus' killers. Their struggle to avenge Paullus will also cause them to cross paths with corrupt Roman politicians, who know Paullus' deadly secret-which has the power to destroy the Roman Empire.",[],3.96,158 ratings,83 reviews,54,60,32,8,4
Forever Scarred,Jackie Williams,"The long awaited sequel to Running Scarred.Working alongside his ex-veteran friends in the isolated French chateau where he doesn’t have to explain how his face was destroyed, suits Joe perfectly. Barely able look at his own reflection let alone show himself to anyone else, the longer he can remain secluded from the outside world the better he likes it.But Joe wants the same as any man, he same things his friends have found and when a party of salesmen descends upon the chateau for a team building course, Joe’s resolve to keep out of the spotlight is put to its hardest test yet. The chief executive’s beautiful secretary is exactly the woman he is looking for, but he knows that she is unlikely to spare him even a glance.Her life is complicated enough and embarking on any liaison is the last thing on Lucy’s mind but something about the huge ex-soldier has kept her heart pounding and her stomach fluttering from the moment she laid eyes on him. Joe’s scarred face pales into insignificance as she finds his potent strength, his gentle sincerity and his genial mood far too beguiling.Can Lucy escape from her blackmailing boss and take what her heart desires without leaving herself destitute? Will Joe rise above his own crushing insecurities long enough to rescue Lucy not only from her own fears but from her handsome but lecherous employer, or will his lack of self-esteem and long practiced avoidance tactics prevent him from opening his heart and him keep him Forever Scarred?Suitable for young adult upwards. Contains some swear words and beautiful sex.","['Romance', 'Military Fiction', 'Contemporary Romance', 'Contemporary', 'Disability', 'Romantic Suspense', 'Realistic Fiction', 'Action']",3.98,248 ratings,19 reviews,114,55,51,16,12
Memory Betrayal,Deborah Ann,"Memory Betrayal is the story of college student Elliana Brandt and her twist of fate journey with wealthy CEO Grayson Dane.Elliana Brandt avoids men like Grayson Dane as one would the plague.Womanizer Grayson Dane has never met a woman he didn’t like, or that he couldn’t have.So when a chance meeting brings him to her rescue and disinterested Elliana simply thanks him afterwards and leaves, stunned Grayson goes out after her, snatches her from the sidewalk before she can hail a cab, and forces her into his Escalade, unaware of the tragedy he was about to inflict on her, or that he’d wake up in a hospital bed, her at his side, with everyone under the impression that she is his wife. Including Elliana herself.The ball was already rolling, what could he do…?Share Elliana and Grayson’s story of unexpected love, betrayal, heartbreak, past secrets, and healing.",[],3.35,52 ratings,11 reviews,11,14,17,2,8
The Three Legions,Gregory Solon,"The Tribune Claudius Cinna had won glory and the title of ""the one savage who pleased Rome,"" yet he found his triumphant life empty. Arminius, Prince of the German tribe, the Cherusci, ""looked more Roman than German,"" yet he hated Rome and longed to free his people.The girl, Thessia, did not fear the Roman enemy. ""Let them come soon,"" she said, hating only the filth and cold and barrenness of her people's life.The youth, the fisher from Marsilia, knew nothing of war or love except his dreams. The governing passions of these four strangely assorted people - their passions for love, for freedom, for comfort and for fulfillment - played dominant and conflicting parts in the events that led to one of the decisive battles of history.This novel of the time of Augustus Caesar combines a stirringly dramatic story with mature and subtle characterization.",[],4.00,14 ratings,6 reviews,5,5,3,1,0
When To Quit,M.J. Milner,"As a world renowned virologist Dr. Dawson Curgalff ( one of the winners of the coveted Conway Awards ) finds herself on the fringe of a life overwhelmed. In addition to searching the world for the animal hosts of zoonotic lethal viruses she has steadily collected war orphans and extracted them from combat zones. Unknown to her public admirers she is also a formidable opponent on the battle field. After a lifetime of struggling to rescue war orphans from the clutches of insurgent generals she has accumulated enemies and left a long trail of rotting corpses. In certain circles the mere mention of her name brings on a certainty of fear. She hasn't survived by just getting through experiences. She has survived by damaging those who have opposed her without conscience or remorse. The Conway Award was supposed to provide extreme funding for people who were brilliant enough to stop the extinction of mankind. She hadn't done that and knew her efforts had been fought to a standstill.On her way to receive more money from the Conway Foundation she learns that the first love of her life, Bradford Ramsden was recently shot. After the award dinner in New York Mr. Conway asks her to go an identify the body which is being held in a morgue in Newark. Ramsden had disappeared suddenly from her life, and the world, just after getting his award over thirty years ago. She is accompanied on this quest by Liam Stephens, her fellow award winner who also had also been friends with Ramsden decades ago. When they see the body they both realize that it is not Brad but a body double. Agreeing to identify the corpse as Brad they begin to investigate why there is a body double. Apparently Ramsden had created a decades long, deep cover identity.Shortly thereafter events begin to spiral dramatically out of control. Liam Stephens is killed. Shot right through the head by the same caliber bullet that killed Brad. She is now being investigated for her connections to both murders and three others committed by the same assassin. She becomes fatally ill from an unknown dehydrating disease and goes blind as well.Awaking in the hospital late in the night she realizes that Brad is sitting on the floor in her hospital room. He is very much alive and has achieved the Conway Award goal, after a fashion. He is going to implement a plan that will force governments around the world to decrease the sizes of their standing armies and destroy all of their weapons of mass destruction.Dawson isn't sure what to do. Instantly she is drawn back to this man, the first real love of her life- like a lemming to the edge of a very high cliff she is compelled. He wants her to be part of his plan. He cures her blindness and the dehydration and convinces her what he has is real.How does she know the plan has power? Brad is the one who struck her down and made her blind and now has healed her. She is furious but compelled by the reality, ruthlessness and audacity of his action. He wants her to be the spokesperson to the world and announce his plan and vision for humanity. The leaders of the world must step back immediately from the edge of the extinction abyss they have lead us to. There can be no compromise no negotiation- failure to comply will result in their immediate and personal demise.She begins this journey reluctantly but with intention...",[],4.00,7 ratings,1 review,3,2,1,1,0
Tagged: The Apocalypse,Joseph M. Chiron,"Tagged - as in the Universal Tagging Program. No one may buy or sell without the new chip implanted beneath the skin.They own the night. These zombies are a new breed and fast; hair like women; teeth like lions and sharp claws. They hunt in overwhelmingly large packs like a plague of locusts. The government and military are overrun, retreating underground and leaving the populace to fend for themselves.Lucky for Sven and his Cannabis growing crew they find shelter in a nuclear power plant. The lights keep them at bay - at least for a while. But how long will it last?In the lawless environment they survive by their own code until the Government and military return to establish a new world order.Fast, deadly zombies and end times biblical prophecy meet in this compelling new look at the apocalypse.","['Horror', 'Zombies', 'Post Apocalyptic', 'Thriller', 'Dystopia', 'Paranormal', 'Apocalyptic', 'Adventure', 'Action', 'Dark']",3.28,366 ratings,69 reviews,157,33,38,32,106
Not Dead in the Heart of Dixie,R.M. Kralik,"Welcome to Kapper Hill Compound, home to a family of average, everyday people trying to survive in a Post Apocalyptic World destroyed by strange disease, ruthless dictators, and foreign invasion. Join this non-stop roller coaster ride of pain, suffering, love, and laughter. This lengthy work of art is action packed, with twists and turns around every corner. You will live the story with them, learn valuable lessons from them, and cry out for more.",[],4.11,45 ratings,8 reviews,22,13,5,3,2
Tell Me Of Brave Women,Laura Riley,"In this exciting novel, three dynamic women stand up to old traditions and fight abuse in new ways. Samara, a famous storyteller, creates Secret Sisters, an underground society that shelters battered women in the Middle East. She's hunted for her beliefs and stalked for her beauty. Thelma, a tough waitress in Appalachia, witnesses a beating, gets a gun, and changes Samara's destiny forever. Evangelina, a South American teen, is forced to be a drug lords sex-slave until she's emboldened to flee to Secret Sisters. To escape, she must use a killer's own tactics against him. Through escalating dangers, the three heroic women battle abuse and wager their lives for liberty.",[],4.12,25 ratings,9 reviews,11,6,8,0,0
The Trashcan Opera Society,Marc McVey,"The is the story of Jordan, a well educated homeless man who, by the result of a violent and unusual accident, meets an aging, exotic dancer named Hannah with whom he forms an extraordinary relationship.Jordan walked away from the practice of law and has slowly slipped away from his prior life. He now lives on the streets. He has learned to survive using a variety of schemes to make or steal money. He lives part of the time in a homeless shelter and other times with Hannah.Jordan developed a love of opera during his time in law school. Despite his homelessness, he buys annual season tickets to the opera, much to the amusement of his friends. These tickets allow him to sit with the wealthiest opera fans in the city.Hannah reveals a great secret to Jordan and asks him for his promise to fulfill a special wish. Together, Hannah and Jordan form a team to try to survive Los Angeles. This is their opera.",[],2.50,2 ratings,0 reviews,0,0,1,1,0
Izzy Questions: love and other rebellious symptoms,Panos Tserolas,"What if there was a treatment that could suppress the libido?What if you were obliged to take it?What would you do?Izzy dreams of finishing her studies, finding a good job and having an easy, controlled life. That makes sense.Jonathan, however, keeps getting in her way. And he is quite annoying, pretentious and arrogant. He just can’t help showing up, raising questions.She gets mad, and he gets stubborn; for this is a story about a strange love, in a world that doesn’t quite allow it. Not only that; it unleashes all its fury against love and sex. This is also a story about a pill, the Zoler Treatment, set to abolish attraction and sexuality, to declare war against libido. And this pill, well… it’s obligatory.That last bit shouldn’t make sense.Also, this is a story about killer whales, nudists, asexual cats, unicorns and a bunch of other irrelevant stuff.",[],4.45,22 ratings,5 reviews,17,2,0,2,1
Dining Out Around the Solar System,Clare O'Beara,"JUPITER'S BOUGHT THE DOME!Donal, an Irish lad, and Myron, a Cockney-Jamaican mix, meet aged seventeen as book reviewers and trainee journalists. Before long they're onto the hottest stories in London.DEATH CAUSED BY CAFFEINEIn their future, Stansted Airport has been converted to a space shuttle base and Londoners are recruited to mine the asteroids.AHOY NEPTUNE! ESTUARY BOMBS TO BE CLEAREDWhile exploring the other planets, we found that they were all inhabited. Now those people are coming to Earth and looking for work. They're also opening ethnic restaurants in central London.THE SMOKING GUNBefriending immigrants makes Donal and Myron unpopular with some, while their investigative reporting lands them in trouble with wealthy organisations, criminals and the Home Office. Their romantic prospects are compromised. But you can't keep a good team down, especially when they report for London's Eye, and they've got every book ever digitised at their disposal....STOWAWAYS FROM SATURN",[],4.27,56 ratings,6 reviews,34,11,6,2,3
The Hungry Wolves of Van Diemen's Land,Paul Christensen,"The Baby Boomer generation (known as 68ers in Europe) pulled out all stops when it came to rebelling against their elders, but were treated with kid gloves by the ‘pig system’ they affected to overthrow. What would happen, though, if a new generation decided to rebel against them? That’s exactly what occurs when a group of young Tasmanians embark on an extended campaign of subversion, exposing the many hypocrisies of the Boomer establishment... The Hungry Wolves of Van Diemen’s Land is a satire that works on a number of levels. It is a book desperately needed by the Zeitgeist of this pivotal era...if you read only one novel this decade, you had better make it this one.",[],3.93,54 ratings,8 reviews,23,14,11,2,4
Learning to Kiss in the Snow,D.B. Tarpley,The Master of the Bizarre is back with his second collection of odd and disturbing tales. These tales will titillate. These tales will activate. These tales will renovate. But most importantly they will satiate your soul. Ranging from horror to dark comedy to action to science fiction to yes dear lord reader even erotica - Learning to Kiss in the Snow will grab you by the short and curlies and never let you go.- A man desperately in love must find a way to break his connection with his girlfriend before it kills him.- Getting the nymphomaniac of your dreams just might be more than you can handle.- A new fish tries to survive a night in the clink without getting raped... that is if the thing in the toilet doesn't get him first.All in all 17 new scintillating and salacious tales to sooth your battered and chapped brain. D.B.Tarpley is back and he has done it again! The pages have definitely been left bloody.,[],3.91,57 ratings,0 reviews,23,17,10,3,4
Frostbitten,Heather Beck,"Great beauty hides dark secrets...Seventeen-year-old Anastasia Lockhart has never led an easy life, but when she starts getting into serious trouble, she’s sent to live with her grandparents in Cedar Falls. The small, picturesque town hasn’t changed since she visited four years ago, with one exception – the presence of a handsome, mysterious boy named Frost. Despite warnings from her grandparents and friends to stay away from Frost, Anastasia can’t deny their attraction, and the more time they spend together, the deeper in love they fall. Unfortunately, Frost has a secret that is beyond Anastasia’s wildest imagination, and she soon finds herself in the midst of a supernatural legend that has haunted Cedar Falls for years.Can Anastasia and Frost’s love really overcome anything, or are their fates much darker?","['Paranormal', 'Young Adult', 'Fantasy', 'Romance', 'Werewolves', 'Shapeshifters', 'Paranormal Romance', 'Teen', 'Wolves', 'Supernatural']",3.83,825 ratings,153 reviews,300,219,199,83,24
Encounter,Dermot Davis,"Two extraterrestrials transform the consciousness of a depressed male human and accidentally set up earth and humanity for total annihilation.Just how far would you go to escape your cubicle?Would you risk your life and break Intergalactic Federation laws to do so?N and his clone N2 work in cubicles on a space station run by the intergalactic corporation, Zycorp. Along with other planetary interests, Zycorp holds the patent on human DNA. Similar to the way that humans experiment on animals, Zycorp experiments on humans... and has done so for a very long time.There is an ongoing dispute among many alien races concerning such experimentation and the overall treatment of humans by their alien patent-registered owners. Whether humans have an evolved consciousness or not is hotly debated, especially as Zycorp now has plans to eradicate humanity entirely.In an attempt to stave off boredom, our two bumbling cublicle workers interfere with a human subject (using a stolen technology that they don't understand). What they don't know is that their actions have major repercussions—not just for Zycorp— but for the entire galaxy and all life in the universe. You do not have to be a sci-fi fan to enjoy this romp through the known universe and beyond.",[],4.15,74 ratings,8 reviews,45,4,18,5,2
The Taste Of Metal,Joe Hnida,"""It's like I've got a shotgun in my mouth, with my finger on the trigger, and I like the taste of the gun metal..."" - Robert Downey Jr.The drugs just sort of happened. It's not like I'd traveled to Denver, Colorado to become immersed in the burgeoning marijuana scene, although it was hard to avoid. When I showed up, the pot industry in the Rocky Mountains was booming and with the recent passing of Amendment 64, was on the tipping point of becoming revolutionary.Still, legal weed was the furthest thing from my mind on the day I abruptly quit my job at the office, cashed out my 401k retirement fund and hopped a plane from the east coast to the Mile High City. I did this under the false impression that it was to help out an old best friend who was in need, but really, it was all in the name of a forbidden love that I'd been repressing for years.I was only supposed to stay in Denver for a week, but when I met Reed, an Iraq war vet who managed a marijuana dispensary and smoked copious amounts of his product to deal with his PTSD symptoms, he hooked me up with a job delivering weed to dispensary patients, and my trip was perpetually extended.While I coped with the maddening futility that comes along with the wanting of something I couldn't have, I found myself escaping into a lifestyle entrenched in concerts, bars, drugs, and masochism, all set against the neon of Denver's notoriously wicked Colfax Avenue.What followed was a furious, chaotic journey through the emotional depths of a bittersweet addiction. And even though it nearly killed me, I grew to embrace it, I even begged for it; the precarious situations, the constant killing of time, the sleepless nights, the loneliness, the fear, the desire, the ache, the denial, the inconceivable belief that I could actually control the cravings and the constant longings and the endless capacity to never, ever get enough, while my haunted soul thumped in unison with my old heart, mercilessly demanding more and more and more and more...But I guess that's the whole point. I'm not even talking about the drugs anymore, at least not the ones you're thinking of.",[],3.79,34 ratings,6 reviews,14,5,10,4,1
The Rebel Trap,Lance Erlick,"Federal union hunts boys … boy begs for Annabelle’s help … Annabelle has audio implants, contact cameras, and no privacy … helping could destroy her family.“This book is a great stand-alone … plenty of plot twists to keep your attention.” – Bri MastersHelping a boy escape may not have been Annabelle Scott’s smartest move. Her military commander assigns her an undercover mission to spy on local police and gives her audio implants and contact cameras to hear and watch everything she does.Perfect for fans of the Hunger Games, Divergent, and Maze Runner. The Rebel Trap is the second book in a science fiction thriller series in which a young woman is drafted into the elite military to enforce laws she believes are wrong.A second American Civil War ended in a shaky stalemate with the country divided into the “civilized” Federal Union and the warlord-controlled Outland. Annabelle lost her biological parents to the conflict when she was little and was adopted by a member of the Union’s political opposition. The loss of her parents and her adoptive mom’s opposition leads Annabelle to be rebellious in a society where conformity is everything and disobedience is punished.Drafted into the elite military to capture escaped boys, she stayed true to her conscience by helping Morgan to escape, but there are consequences. He hacks her implants to plead for her help to rescue his brother from a heavily guarded geek institute. Suspected of helping Morgan and with her mom in the opposition, Annabelle risks getting the boy and his brother killed, her mom framed for treason, and her and her sister imprisoned, killed, or sent to the Outland as slaves.Unable to get either her commander or Morgan out of her head, Annabelle can’t confide in anyone, which tears at her bond to her sister and mom. As a pawn in a bigger game, who and what can Annabelle trust, including whether her mission is the commander’s vendetta? Can she find a way to help Morgan and discover the link between an attempted assassination of her mom, the geek institute, and her corrupt police captain without leading Morgan into a trap or destroying herself and her family?",[],4.30,30 ratings,17 reviews,16,9,4,0,1
Storm Clouds Rolling In,Virginia Gaffney,"Carrie Cromwell comes of age as the dark clouds of the Civil War swallow the country. Born with a fiery spirit and a strong mind, she finds herself struggling between the common wisdom of the South and the truth she has discovered.The activities of the Underground Railroad and her close friendships with the Cromwell Plantation slaves create difficult choices. But when her decisions put her at odds with her heritage, and challenge her dreams, will she be able to give up all that is precious to her?","['Historical Fiction', 'Fiction', 'Civil War', 'Historical', 'Romance', 'Historical Romance', 'Christian Fiction', 'War', 'Christian', 'American Civil War']",4.20,"19,073 ratings",898 reviews,"9,292","6,037","2,509",809,426
Marksman,David Cook,"Spain, 1810.The victorious French have overrun the country. The Spanish armies are no more, and only the guerrilleros are left to wage war against overwhelming numbers.Welshman Arthur Cadoc, stranded in the chaos of war and still wearing the green jacket of the 95th Rifles, now fights for the charismatic Spanish Colonel, Antonio Rai Herrero, who wants nothing more than to unite his countrymen against the ruthless invaders and avenge the death of his wife and children.When a British exploring officer reveals that a traitor working for the French plans to eliminate the partisan leaders, Cadoc is plunged pell-mell into the guerrilla - the ‘little war’. With only his training, wits and his trusty Baker rifle, Cadoc proves that as a Rifleman of the legendary 95th Rifles, he is not only a daring and a deadly marksman, but a man born for fighting against the odds.Marksman is an authentic historical story set during the Peninsular War, the fourth novella in The Soldier Chronicles series.One target. One shot. One kill.",[],4.39,77 ratings,15 reviews,51,14,6,3,3
Purrfect Tales: The secret story of how Cats changed the world,Peter D. Campbell,"This remarkable book explores what you have always known but never quite understood - how it is that your favourite puss went from being your cat to your master.A delightful and witty account, ""Purrfect Tales"" retells key events in mythology, legend and history to reveal the subtle influence of the velvet paw in every area of human endeavour.",[],3.67,6 ratings,1 review,2,2,1,0,1
The pragmatic hitchhiker,Jean-Yves Crozier,"The acrobat's odyssey carries on, taking us through the Coma Void and beyond the End of Greatness to a flatted melody. Speed-spacing on the on the Stellar Expressway, psychedelic delusions from a self-boarded Freaknik and a wrongfully incarnated toad make up the aerialist's latest stints.Already available:- The hair of the comet- Five minutes to Doomsday- Perpetual emotion- The Uneventful GalaxyTo come:- Messy Christmas- The Reincarnation Office",[],3.40,5 ratings,2 reviews,2,1,0,1,1
Kiss the Dead,Laurell K. Hamilton,"When a fifteen-year-old girl is abducted by vampires, it's up to U.S. Marshal Anita Blake to find her. And when she does, she's faced with something she's never seen before: a terrifyingly ordinary group of people - kids, grandparents, soccer moms - all recently turned and willing to die to avoid serving a master. And where there's one martyr, there will be more...But even vampires have monsters that they're afraid of. And Anita is one of them...","['Urban Fantasy', 'Paranormal', 'Vampires', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction', 'Horror', 'Shapeshifters', 'Supernatural']",3.85,"25,554 ratings","1,745 reviews","9,251","7,143","6,063","2,203",894
