title,author,description,genres,ratings,number of ratings,number of reviews,5 star,4 star,3 star,2 star,1 star
The Sneetches and Other Stories,Dr. Seuss,"1 The SneetchesThe unfortunate Sneetches are bamboozled by one Sylvester McMonkey McBean (""the Fix-it-up Chappie""), who teaches them that pointless prejudice can be costly.2 The ZaxA South-Going Zax and a North-Going Zax seem determined to butt heads on the prairie of Prax.Mrs. McCave had 23 sons and named them all Dave. After, she prefers different names, like Marvin O'Gravel Balloon Face or Zanzibar Buck-Buck McFate.Spooky trousers start in the dark forest, but appear closer and more often, even in broad daylight.Wacky illustrations and tongue-twisting rhymes are Suess specialties.","['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Humor', 'Kids', 'Short Stories', 'Juvenile']",4.31,"65,305 ratings","1,086 reviews","35,985","17,268","9,157","1,953",942
"Sister Queens: The Noble, Tragic Lives of Katherine of Aragon and Juana, Queen of Castile",Julia Fox,"The history books have cast Katherine of Aragon, the first queen of King Henry VIII of England, as the ultimate symbol of the Betrayed Woman, cruelly tossed aside in favor of her husband’s seductive mistress, Anne Boleyn. Katherine’s sister, Juana of Castile, wife of Philip of Burgundy and mother of the Holy Roman Emperor Charles V, is portrayed as “Juana the Mad,” whose erratic behavior included keeping her beloved late husband’s coffin beside her for years.But historian Julia Fox, whose previous work painted an unprecedented portrait of Jane Boleyn, Anne’s sister, offers deeper insight in this first dual biography of Katherine and Juana, the daughters of Spain’s Ferdinand and Isabella, whose family ties remained strong despite their separation. Looking through the lens of their Spanish origins, Fox reveals these queens as flesh-and-blood women—equipped with character, intelligence, and conviction—who are worthy historical figures in their own right.When they were young, Juana’s and Katherine’s futures appeared promising. They had secured politically advantageous marriages, but their dreams of love and power quickly dissolved, and the unions for which they’d spent their whole lives preparing were fraught with duplicity and betrayal. Juana, the elder sister, unexpectedly became Spain’s sovereign, but her authority was continually usurped, first by her husband and later by her son. Katherine, a young widow after the death of Prince Arthur of Wales, soon remarried his doting brother Henry and later became a key figure in a drama that altered England’s religious landscape.Ousted from the positions of power and influence they had been groomed for and separated from their children, Katherine and Juana each turned to their rich and abiding faith and deep personal belief in their family’s dynastic legacy to cope with their enduring hardships.is a gripping tale of love, duty, and sacrifice—a remarkable reflection on the conflict between ambition and loyalty during an age when the greatest sin, it seems, was to have been born a woman.","['History', 'Nonfiction', 'Biography', 'Spain', 'Historical', 'Tudor Period', 'British Literature', 'Medieval', '16th Century', 'European History']",3.80,"3,298 ratings",424 reviews,776,"1,363",925,179,55
The Secret of Shadow Ranch,Carolyn Keene,"This cool paperback blank journal features one of the most memorable cover images from the classic Nancy Drew Mystery Stories series.TM & 2006 Simon & Schuster, Inc.","['Mystery', 'Young Adult', 'Fiction', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller', 'Adventure', 'Juvenile', 'Crime']",3.95,"20,251 ratings",887 reviews,"6,718","6,834","5,739",816,144
The Heart Goes Last,Margaret Atwood,"Margaret Atwood puts the human heart to the ultimate test in an utterly brilliant new novel that is as visionary as The Handmaid's Tale and as richly imagined as The Blind Assassin.Stan and Charmaine are a married couple trying to stay afloat in the midst of an economic and social collapse. Job loss has forced them to live in their car, leaving them vulnerable to roving gangs. They desperately need to turn their situation around - and fast. The Positron Project in the town of Consilience seems to be the answer to their prayers. No one is unemployed and everyone gets a comfortable, clean house to live in... for six months out of the year. On alternating months, residents of Consilience must leave their homes and function as inmates in the Positron prison system. Once their month of service in the prison is completed, they can return to their ""civilian"" homes.At first, this doesn't seem like too much of a sacrifice to make in order to have a roof over one's head and food to eat. But when Charmaine becomes romantically involved with the man who lives in their house during the months when she and Stan are in the prison, a series of troubling events unfolds, putting Stan's life in danger. With each passing day, Positron looks less like a prayer answered and more like a chilling prophecy fulfilled.","['Fiction', 'Dystopia', 'Science Fiction', 'Audiobook', 'Canada', 'Speculative Fiction', 'Adult', 'Literary Fiction', 'Adult Fiction', 'Contemporary']",3.39,"67,447 ratings","7,451 reviews","8,874","22,277","25,032","8,918","2,346"
Guardian of the Dead,Karen Healey,"""You're Ellie Spencer.""I opened my mouth, just as he added, ""And your eyes are opening.""Seventeen-year-old Ellie Spencer is just like any other teenager at her boarding school. She hangs out with her best friend, Kevin; she obsesses over Mark, a cute and mysterious bad boy; and her biggest worry is her paper deadline.But then everything changes. The news headlines are all abuzz about a local string of killings that share the same morbid trademark: the victims were discovered with their eyes missing. Then a beautiful yet eerie woman enters Ellie's circle of friends and develops an unhealthy fascination with Kevin, and a crazed old man grabs Ellie in a public square and shoves a tattered Bible into her hands, exclaiming, ""You need it. It will save your soul."" Soon, Ellie finds herself plunged into a haunting world of vengeful fairies in an epic battle for immortality.Debut author Karen Healey introduces a savvy and spirited heroine with a fresh, strong voice. Full of deliciously creepy details, this incredible adventure is a deftly crafted story of Māori mythology, romance, and betrayal.","['Fantasy', 'Young Adult', 'Mythology', 'Paranormal', 'Urban Fantasy', 'Fiction', 'Romance', 'Supernatural', 'Teen', 'Magic']",3.51,"3,269 ratings",567 reviews,661,"1,095",957,376,180
The Devil Makes Three,Julie Mangan,"After her twin sister is murdered in a dressing room standoff, Gretchen Tanner seeks revenge by murdering the parasite who put her sister in an early grave. Unfortunately for her, she finds revenge brings more trouble than it’s worth. Gretchen’s accomplice in murder discovers her darkest secrets and uses them to force her into acting as his delivery girl, delivering packages with undetermined nefarious contents. Much to her dismay, he arrives at the funeral home in an official FBI capacity, asking questions about the murder. To make matters worse, he shows up as her Criminology professor. Each man professes a separate identity and a severe aversion to the others while flirting with her. Her only conclusion is that he suffers from Multiple Personality Disorder, leading her to if a woman dates a man with multiple personalities, can she still call herself a one-man woman?","['Romance', 'Mystery', 'Chick Lit', 'Contemporary', 'Romantic Suspense', 'Suspense', 'Adult', 'Fiction']",3.97,114 ratings,25 reviews,43,38,23,7,3
No Simple Highway,Jerry Richmond,"Young Will Tomlinson, aged thirty years, walked into his apartment one June afternoon and found a dead man on his couch. Will did not know the dead man, or how he had come to be in his apartment, or how he had come to be dead.So begins No Simple Highway, an exciting new murder mystery.Pursued by the relentless Homicide Inspector Lupo, Will undertakes his own investigation into the mysterious murder, with the aid of his long-lost childhood friend, Belew, despite the fact that Will is a bond trader and not a detective. This investigation takes Will into the life of the unknown murder victim, a merchant marine seaman with no visible connection to Will, and through some of the seamier sections of San Francisco, and sailing across San Francisco Bay and out into the ocean waters beyond.The dogged Inspector continues to build a case against him, and Will digs deeper and deeper, until ultimately what he finds will change his own life forever after.A gripping and powerful page-turner, No Simple Highway is a mystery with solid meat on its bones.",[],3.44,16 ratings,3 reviews,4,4,5,1,2
Chosen,Denise Grover Swank,"Everything Emma Thompson owns fits in a suitcase she moves from one roach infested motel to another. She and Jake, her five year old son who can see the future, are running from the men intent on taking him. Emma will do anything to protect him even when it means accepting the help of a stranger named Will. Jake insists she needs Will, but Emma's never needed help before. And even though she's learned to trust her son, it doesn't mean she trusts Will.Mercenary Will Davenport lives in the moment. Hauling Emma to South Dakota should have been an easy job, but his employer neglected to tell him about Emma's freaky son and the gunmen hot on her trail. Instinct tells him this job is trouble, but nothing can prepare him for Jake's proclamation that Will is The Chosen One, who must protect Emma from the men hunting her power. A power she doesn't know she has. Will protects Emma and Jake on a cross-country chase from the men pursuing them, while struggling with memories from his past, his apprehension of Jake, and his growing attraction to Emma. Will's overwhelming urge to protect Emma surprises him, especially since it has nothing to do with his paycheck and possibly everything to do with the tattoo Jake branded on his arm. Rich and powerful men are desperate to capture Emma, and Will must discover why before it's too late.","['Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Urban Fantasy', 'Thriller', 'Fiction', 'Suspense', 'Mystery', 'Supernatural']",3.86,"7,536 ratings",680 reviews,"2,380","2,668","1,742",524,222
From Veils To Thongs: An Arab Chick's Survival Guide to Balancing One's Ethnic Identity in America,Dalel B. Khalil,"Finally, Americans have an alternative to the overdramatic portrayals of Arabs! This lighthearted book takes you on a fun-filled journey inside the ""kooky"" minds of those mysterious people! ----------------------------------------------------------- Arabic women deal with very serious issues that they often feel powerless to change. Western women are raised to be extremely assertive and even fight for her rights. One who is both Arab and American is very often, very confused. Her one foot is planted firmly in a traditional world whose cultural rules haven't changed in over 2,000 years. Her other foot is skidding on a thin piece of ice, the mega-liberal free-for-all, called America. And she is trying to balance walking on both. This hilarious, lighthearted survival guide explains how to retain one's sanity in the battle of the ultimate culture clash, and offers hilarious explanations as to why we have absurd cultural rules such as arranged marriages. Best of all, Westerners not only finally have a practical tool in which to better understand us and our wacky ways, but they too, can find answers. Like us, many Americans are struggling in this escalating socio-political cultural war. They are torn between conservatism and liberalism, tradition and progression, fidelity and fun, flats and pumps! It's hard to balance it all. It really is. Contrasting Eastern traditions with Western ideas, V2T explains how to function when one's conservative ethnic side is at war with their liberal Western side.",[],3.57,14 ratings,2 reviews,4,4,3,2,1
Don Prophet,Erik Simon,"A brilliant comic novel about faith, the media, and making it big in modern America. “I need a gimmick,” Don Bollinger said. It was the American thing to do—imagine your fame. Like most writers, Don can’t get his novel published. Or pay the rent. In this sorry state, he watches a lot of TV. Televangelists mostly. Barry Gladwell, in particular, the king of Jesus TV. Don hates him but can’t turn away. Gladwell’s very existence is a marketing miracle, a knockout punch to Christians aching for a smarter God. One day like too many others, Don’s girlfriend comes home and finds him ranting at the set. Fed up, she gives him a month to find a job. Out of their apartment finally, looking for work, he stumbles upon a soapbox preacher denouncing Harry Potter. The confrontation that ensues gives Don what he thinks could be the idea of a lifetime. Setting out from New York City, Don knows neither how nor where his opportunity may come. But come it will, forever changing the lives in his A failed actress and the son she wills to stardom. A displaced family of five. Dozens of kids gathered in a rural church basement. And one grateful girl whose questions would be answered. When we set out to do the Lord’s work, we never know what’s going to happen. Humble yourself, and in due time He may exalt you. Don Prophet is on the way. ***Beef & Barley supports early literacy.*** Boys and girls who read at grade level by 3rd grade are significantly more likely to graduate high school. Every child should have that to learn to read and learn to navigate the world. For every copy of Don Prophet sold, its publisher will donate a portion of the proceeds to early literacy programs.",[],4.17,18 ratings,5 reviews,6,9,3,0,0
The Younger Man,Dermot Davis,"Fast approaching 40 and after two failed marriages, Frances has sworn off men. Still mending her broken heart from her most recent divorce, she has come to rely on her therapist as if she was her best friend. Even though she knows that she is not happy with her life, she has no idea how to fix it.Approached by a younger man, she decides to go along for the ride. The reawakening of her heart soon turns her cozy world upside down. Does she have it within her heart to take another chance on love? Thoughtful and thought-provoking contemporary fiction for those who like to read more challenging material than regular Chick-lit.""With brilliant writing skills, the reader is entranced from page one. THE YOUNGER MAN, both compelling and heart-warming, is definitely worthy of 5 stars."" - AUTHOR ALLIANCE""...this well written book is first and foremost a journey of self discovery for the main character, Frances... Only gifted authors like Dermot Davis have the ability to pen such a flawed character and make the reader still care and want the best for her."" - KINDLE BOOK REVIEW""If you want flimsy and inconsequential this is NOT the book for you. If you like romance with something between the ears - then don't hesitate - pick up The Younger Man, today!"" - BOOK ADDICTCompanion Book to ZEN AND SEX and prequel to LOVE FOR FRANCES",[],4.02,124 ratings,23 reviews,67,20,16,14,7
Seefer Elliot and the Darkness Within,Pat Mallon,"After saving his school from an other-worldly attack, Seefer Elliot thought life would return to normal. What he didn't expect was the attention the event caused and how curiosity about a ""flying boy"" would begin to grow. Now faced with nemeses from this world and beyond, Seefer struggles to conceal his anonymity while learning to control his burgeoning powers. Though, he soon discovers that the advancing abilities carry a consequence that he had not prepared for.",[],4.33,21 ratings,0 reviews,16,1,1,1,2
The Mangled Spoon,Joan Mauch,"THE MANGLED SPOON is about what happens when evil finds a home in the Catholic Church.Cello-playing psychiatrist Marcus Rukeyser has a problem: Miss Jane, his newest patient is catatonic. Discovered foraging for food in a dumpster clutching a curiously damaged antique spoon, Rukeyser learns she’s connected to three dead or missing nuns from a prominent Chicago parish. With only two weeks until she’s committed to a state mental institution, authorities make it clear they'll go to any lengths to prevent him from uncovering the ugly truth—including destroying his career, his home and potentially his life. This novel by author Joan Mauch is by turns frightening and thought provoking.",[],4.09,11 ratings,5 reviews,5,2,,0,0
Orion Connection,S. DeGiorgio,"ORION CONNECTION is the first installment in the Legends Trilogy. Inspired by the Face on Mars and the unexplainable technological marvels that predate the rise of Egypt by thousands of years, S DeGiorgio offers an eerily plausible connection between Mars and the rise of modern civilization. This novel is rocket fuel for people seeking answers to the question, “Are we alone?”It’s 2050, Earth’s resources are nearly gone, and armies guard what precious little remains. As mankind prepares to set foot on Mars, leaders of an ancient society are forced out of the shadows to protect secrets they’ve guarded for millennia.Orion’s crew gets caught in the middle, and on the eve of Earth’s first manned mission to Mars, unknown adversaries murder four of their own. As the reserve team is pressed into service, fears grow that co-conspirators may be on board.No one’s ever gone farther than the moon. Rumor and espionage threaten to tear the crew apart at a time when America can’t afford to fail, and they only have each other, elite training, and raw instincts to rely on. Not everyone believes they will make it home. Some even consider them expendable—acceptable losses to advance the cause.Control of Mars’ mineral rights will reestablish America’s position as the leader of the free world. Standing down is not an option—but we’re not the only country in the race for the red planet.“This story kept me spellbound and on the edge of my seat! I have been reading non-stop all day and just couldn’t put it down. Now I have to wait for the next book, which I hope is out soon. If you’re looking for great action, science fiction, mystery and a fantastic cast of characters, this is the book you need to read.” ~ RW",[],4.00,89 ratings,13 reviews,32,31,21,4,1
Lives of Girls and Women,Alice Munro,"The only novel from Alice Munro -- award-winning author of The Love of a Good Woman -- is an insightful, honest book, ""autobiographical in form but not in fact,"" that chronicles a young girl's growing up in rural Ontario in the 1940s.Del Jordan lives out at the end of the Flats Road on her father's fox farm, where her most frequent companions are an eccentric bachelor family friend and her rough younger brother. When she begins spending more time in town, she is surrounded by women -- her mother, an agnostic, opinionated woman who sells encyclopedias to local farmers; her mother's boarder, the lusty Fern Dogherty; and her best friend, Naomi, with whom she shares the frustrations and unbridled glee of adolescence.Through these unwitting mentors and in her own encounters with sex, birth, and death, Del explores the dark and bright sides of womanhood. All along she remains a wise, witty observer and recorder of truths in small-town life. The result is a powerful, moving, and humorous demonstration of Alice Munro's unparalleled awareness of the lives of girls and women.","['Fiction', 'Short Stories', 'Canada', 'Classics', 'Canadian Literature', 'Literary Fiction', 'Novels', 'Feminism', 'Coming Of Age', 'Historical Fiction']",3.96,"13,606 ratings","1,142 reviews","4,532","5,204","2,928",715,227
Bitter Sweets,Roopa Farooki,"With this spellbinding first novel about the destructive lies three immigrant generations of a Pakistani/Bangladeshi family tell each other, Roopa Farooki adds a fresh new voice to the company of Zadie Smith, Jhumpa Lahiri and Arudhati Roy.Henna Rub is a precocious teenager whose wheeler-dealer father never misses a business opportunity and whose sumptuous Calcutta marriage to wealthy romantic Ricky-Rashid Karim is achieved by an audacious network of lies. Ricky will learn the truth about his seductive bride, but the way is already paved for a future of double lives and deception--family traits that will filter naturally through the generations, forming an instinctive and unspoken tradition. Even as a child, their daughter Shona, herself conceived on a lie and born in a liar's house, finds telling fibs as easy as ABC. But years later, living above a sweatshop in South London's Tooting Bec, it is Shona who is forced to discover unspeakable truths about her loved ones and come to terms with what superficially holds her family together--and also keeps them apart--across geographical, emotional and cultural distance. Roopa Farooki has crafted an intelligent, engrossing and emotionally powerful Indian family saga that will stay with you long after you've read the last page.","['Fiction', 'India', 'Romance', 'Contemporary', 'Novels', 'Bangladesh', 'Indian Literature', 'Pakistan', 'Cultural', 'Asian Literature']",3.54,"1,993 ratings",259 reviews,353,679,706,204,
Learning to Kiss in the Snow,D.B. Tarpley,The Master of the Bizarre is back with his second collection of odd and disturbing tales. These tales will titillate. These tales will activate. These tales will renovate. But most importantly they will satiate your soul. Ranging from horror to dark comedy to action to science fiction to yes dear lord reader even erotica - Learning to Kiss in the Snow will grab you by the short and curlies and never let you go.- A man desperately in love must find a way to break his connection with his girlfriend before it kills him.- Getting the nymphomaniac of your dreams just might be more than you can handle.- A new fish tries to survive a night in the clink without getting raped... that is if the thing in the toilet doesn't get him first.All in all 17 new scintillating and salacious tales to sooth your battered and chapped brain. D.B.Tarpley is back and he has done it again! The pages have definitely been left bloody.,[],3.91,57 ratings,0 reviews,23,17,10,3,4
Stories and Scripts: an Anthology,Zack Love,"Thought-provoking, dreamy, sad, and hilarious, this collection of works by Zack Love takes the reader on a diverse and unforgettable literary journey through a variety of topics, themes, and emotions. The anthology totals about 73,000 words and contains a novelette, four short stories, a theater play, and a screenplay.These seven spellbinding stories spanning several styles and genres include a dramatic romance, a satire of the mega-rich, a somber and soulful reflection on the problem of evil, humorous dating adventures, and stories driven by philosophical musings.1) THE DOORMAN - A NOVELETTEAlex seems to have it all: a great penthouse apartment, a lovely girlfriend, and a prestigious Wall Street job. But below the surface he is sure of nothing but his angst-ridden doubts. And when he realizes that his doorman may be God, or sent by God, he will question things like never before.This novelette is a story of New York doormen, tormented love, empty office life, and the theological questions that arise in response to the horrors of evil.2) CENTRAL PARK SONG - A SCREENPLAY (ROMANCE)Can love really conquer all? Rodney is a passionate black man with brilliant talents but a mental illness that leaves him homeless. Melinda is a white Manhattan law partner with an artistic soul, trapped by the pressures of corporate law, her wealthy father, and her three-year boyfriend. A charming, chance encounter leads to a magical courtship and life-changing choices that make an unlikely New York romance possible.3) THE GRAND UNIFIED STORY - A SHORT STORYWhat happens when a man and a woman meet in a way that magically involves the entire universe? When both are so keenly aware of their place in the cosmos that their connection seems to transcend their union and capture the very essence of life. This story shows how each person is a world to be discovered and how sometimes, when two worlds collide, the universe seems that much closer.4) CITY SOLIPSISM - A SHORT STORYHave you ever been on a train, bus, metro/subway - or any other shared space with strangers - and started to wonder what that person right next to you is thinking? This story takes you on a journey into the mind of a man in a suit and tie on a New York City subway car, as he thinks about the woman standing awkwardly close to him. They are total strangers but their proximity is almost intimate as their hands share the same metal subway pole.5) WAITING FOR 2000 - AN ABSURDIST COMEDY OF BILLIONAIRE PROPORTIONSInspired by and reminiscent of Samuel Beckett's absurdist stage play ""Waiting for Godot,"" this Y2K theater comedy satirizes the frivolous extravagance of the mega-rich.Bob's Billionaire Boat boasts the world's 2,000 richest people on it, and will enable them to celebrate the arrival of the year 2000 twice in a row by crossing the International Dateline on New Year's Eve 1999. The co-captains of the boat -- two regular guys -- keep themselves amused with endlessly silly banter while occasionally debating whether the whole thing is just a fictional stage play.Meanwhile, two Wall Street traders who are bitter about missing the wealth cutoff for the billionaire cruise are determined to blow up the boat and thereby become the two richest people on earth.In this satire, the zaniest billionaires ever to gather on a single vessel prove that there's still plenty to complain about at the top.6) MY BEST VALENTINE'S DAY. EVER. - A SHORT STORYSammy Laffowitz is legendary for his dating disasters and sex mishaps. This time, misfortune strikes on Valentine's Day - but with a fun twist that makes Sammy seem studly for once.7) MY WORST VALENTINE'S DAY. EVER. - A SHORT STORYYi Wang is a NY bad boy who plans to make history on Valentine's Day with his female exploits. The handsome, alpha-male, Asian-American is a corporate lawyer who usually gets his way with women, but this time he makes a stupid mistake that leaves everyone but him laughing hysterically.",[],4.46,61 ratings,39 reviews,42,13,1,2,3
The Midnight Hour,Karen Robards,"A time to fear....Grace Hart seemed to have it all: a bright, beautiful daughter, a successful career as a judge, and a lovely home in an Ohio suburb. But beneath the placid veneer, darker truths lie waiting. Her fifteen-year-old, Jessica, is teetering on the cusp of drugs and delinquency. And someone is stalking the troubled teenager. Someone who has already violated their home and stolen their peace of mind.A time to love....Now the police are involved. Grace is relieved--and worried. Is Jessica in danger from a drug dealer who wants to silence her? Detective Tony Marino is on the case. He's too close for comfort, asking disturbing questions, probing into her long-buried past, igniting feelings Grace has tried to suppress. In Tony's strong arms, Grace finds comfort, protection--passion--as he tries to shield them from the evil lurking just beyond their door....","['Romance', 'Romantic Suspense', 'Suspense', 'Mystery', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Mystery Thriller', 'Thriller', 'Adult Fiction']",3.93,"1,831 ratings",71 reviews,550,716,470,75,
Taking Chances,Christina Paul,"The secrets of a murdered man put the lives of hundreds in peril. Samantha and Christian must decode the cryptic clues, while keeping one step ahead of an unknown evil who will stop at nothing to obtain the list Samantha's father gave his very life to protect.Join Samantha Prichard, a feisty Irish beauty with a unique but sometimes frightening gift, and Christian Bradford, a courageous and deadly operative for the Crown, as they race against time, fighting danger and their growing attraction towards each other.",[],4.13,56 ratings,5 reviews,34,6,8,5,3
Stuck in Between,Blakely Bennett,"Jacqs is a twenty-eight year old woman caught up in an on again, off again relationship with Bond, who is her best friend and the one who causes her the most heartache. She succumbs, yet again, to his powerful charisma, but vows not make it into more than it is, a great night of sex.Bond, too sexy for his own good, wants Jacqs for himself as he “dates” his way through the female population of South Florida. He selfishly doesn’t see the conflict of interest.Red, Bond’s best friend, has watched Bond take Jacqs for granted for way too long and soon stakes his own claim on her.Will Red and Jacqs budding relationship pull apart their tight-knit group of friends and will Jacqs survive being Stuck In Between.Erotic Romance","['Menage', 'Erotica', 'Romance', 'BDSM', 'Erotic Romance', 'Threesome', 'Contemporary', 'M F M', 'Contemporary Romance', 'Adult']",3.55,"1,266 ratings",216 reviews,362,327,329,139,109
Learning To Let Go,Cynthia P. O'Neill,"Garrett Andrews has controlled every aspect of his life for as long as he can remember. Whatever he wanted, he took, especially when it came to Laurel Hart. She was the first person to make his heart skip a beat and capture his soul, allowing part of his control to slip, which uncovered his lie and destroyed her trust in him.Laurel now lays battered and broken thanks to Chase Peterson, a stalker from her college days, who won’t accept no for an answer. Garrett is determined to win her back, obsessing over her care in an attempt to heal both her body and her mind. He will go to any lengths to earn back her trust and teach her to let go of the past, but can he follow his own advice and let down his own walls?They struggle to overcome their issues and soon Chase is after her again, fixated on staking his “claim” with a startling revelation that links both the past and present. Can they find happiness with each other or is their too much to overcome? Only time will tell if they can learn to let go.",[],4.03,198 ratings,35 reviews,74,73,37,11,3
Know Reality. Find Peace.,Jonathan Harrison,"This highly practical guide shows you clearly and directly how to remove stress, anger, fear and worry by becoming more realistic, using 2,500 year old meditation and therapy tools and inspired by masters of nondual and Buddhist wisdom traditions including Dzogchen, Mahamudra, Zen, Madhyamika, Advaita and Tao. Jonathan Harrison teaches nondual and Buddhist meditation and psychology.The guide explains how mental stress is created and how to remove it from your life in all its forms including anger, anxiety, disappointment, discontent, dissatisfaction, dread, envy, fear, frustration, guilt, humiliation, impatience, insult, misery, mistrust, regret, tension and worry.Some of the topics covered in the guide:- Stress and its elimination- Practical issues- Discovering what is real and what is not- Eliminating worry about non-problems- Overcoming anxiety, hope and fear- Removing frustration and anger- Finding comfort by eliminating fixations- Minimizing the effect of physical and mental pain- Letting your expectations adapt themselves to reality- Improving your choices and decisions while avoiding guilt- Respecting your thoughts without believing them- Cultivating beneficial relationships- Generating immunity to praise and criticism- Achieving total freedomIn the first chapter, ""Stress and its elimination"", Jonathan Harrison shows how, in order to see how stress is created, you need to understand three things:- The way you think about things- The way things really are- The results of confusing theseThe way you think about things:You see the world as structured, split into separate parts which may be in conflict. Your particular mental structures consisting of your personal opinions and concepts is the result of many factors including your genetic makeup, parental upbringing, social and cultural environments and the way you have perceived, internalized and acted on your experiences. These mental structures develop and change throughout your life. The world as you see it is largely a reflection of your mental history. What you think is an original creation of your mind.The way things really are:Reality, the world as it is, is neither inherently split (dualistic), nor unified, neither structured nor unstructured. It just is.This is so simple that most people do not understand it.Ending stressIt is enough to grasp deeply how things really work. The past has gone, is unalterable, the future is non-existent except as your present expectations, and “now” is already here. Within this realization, true rest occurs naturally. This is non-meditation, natural meditation or “resting in natural awareness” as Longchen Rabjam, the renowned Tibetan yogi and Dzogchen meditation master, put it.By recognizing the nature of reality you are able to live, love and benefit yourself and others more easily, as you no longer experience the frustration of trying to grasp at imagined parts of your experience or trying to remove them.In his foreword to the guide, Dr. Peter Fenner states, ""The guide offers a lucid introduction to the ultimate state and outlines clear practices to realization. Jonathan’s analysis of the dualistic mind that produces all our suffering is compelling and I delight in the way he continually points us back to the inherent inner wisdom that is at the core of every conscious being.""In the foreword to the second edition, Dr. Stephen Fulder states, ""Learning meditation is not easy and it is not difficult. It is helpful if there is some good teaching to set us on the right path. This is where this book comes in. Jonathan Harrison has written a wonderful manual which is remarkable in its directness, simplicity, and sharpness. It offers very concise instructions not only on meditation but also on different ways of viewing ourselves and the world.",[],4.55,29 ratings,6 reviews,21,5,2,0,1
Riding the Waves,Selena Haskins,"In this sequel, Riding the Waves revisits Connie and Dean, their family, and friends. Connie Morris has retired from the music industry. She's been enjoying the fruits of her labor until her daughter, Tracey decides to write a tell-all book that could ruin Connie's legacy, and destroy the family forever. Not only does the book reveal family secrets, but Tracey exposes her friends and former lovers. When Tracey's ex-boyfriends decide to seek revenge, everything starts to spiral downhill. Tracey could lose it all, including her husband, son, and younger brother. With millions being offered to Tracey, she must decide if her dream of fame and fortune is really worth sacrificing the love of her family.",[],4.56,18 ratings,7 reviews,13,3,1,1,0
Rekindled Moments,Dori Lavelle,"The truth will always find a way out.Carlene Adams' new life has been an illusion, her newfound joy just for rent. The life she craves can't really belong to a girl who is responsible for someone's death. Her greatest fear has been realized. Nick Johnson, her second chance at love, has discovered her true identity and disappeared from her life.She will need to find a way to move on without Nick. But the memories of their time together haunt her relentlessly. As Serendipity's Businessman of the Year, his face is everywhere”""in magazines, on the television screen, and behind her eyelids. Soon, rumors about her past cause her life to spin out of control, and she finds herself even further from her dreams.But Carlene is good at hiding from the past. She's done it once before. She can do it again. She can leave her hometown and begin again somewhere new. But she can't move on without telling Nick the truth about the life he thinks she took, and everything that came before.",[],4.01,86 ratings,23 reviews,35,30,10,9,2
Barely Breathing,Izzibella Beau,"Continuing the Assumption Series with Book 2The fear of drowning in one’s own life, never seeing the light to bring you back out, the suffocation one feels when life’s problems become too much is something each of us feels at least once in our lives. Is it possible to jump and overcome every hurdle placed in your way? What happens when life’s problems make you feel as if you’re caught in a riptide and there’s no escape but to go under and give into the pull which is dragging you down? Welcome back to Bayshore High School. We join Ayma, Colton, Tabby, Reagan and the rest of the crew where Broken: Book One of the Assumption Series left off. When it seems Ayma’s world can’t get any more complicated, more life changing events are thrown her way. She will face turmoil in love and friendship, never knowing whether she will survive the storm or become a victim of its path of destruction. Ayma and Colton have never had it easy in their relationship. Now the threat of a new love interest, the emergence of an old flame, and a possible addition means more controversy in their love affair. What are the secrets that some of Bayshore students are keeping? What will happen to friendships and love relationships when these secrets are revealed? Finally, light is shed on the secrets of several characters we have grown to love from Broken. Each has their story to tell, and a past which can affect all of their futures. There is more drama and heated romance than a soap opera and as the storyline begins to unfold, you will be drawn in as you begin to either love or hate the students of Bayshore High.",[],4.22,51 ratings,8 reviews,27,15,5,1,3
The Only Good Roman Returns,Christine Elaine Black,"The Conclusion - Part 2 in the story of Lia and Darius. (Recommended after reading Part 1)Darius is held captive by a foreign queen and waits for a chance to escape a fate that may hold his execution. Lia flees from Commander Gaius and his unexpected anger at the birth of Darius' child. Without a way to discover if Darius is alive or dead, Lia accepts the help of a Roman Governor who claims to know her husband's family. Is the love between Lia and Darius strong enough to withstand the ultimate test? Find out in The Only Good Roman Returns.Rich with characters, love, greed, betrayal, captivity, murder and a timeless romance that cannot be denied, the saga comes alive in the on-going page-turner to satisfy the need for a great tale mixed with great love.The Only Good Roman Returns has a mix of characters and emotions to fulfill every expectation.This is Book 2 in the saga of Lia and Darius.Be ready to fall in love!",[],4.66,61 ratings,3 reviews,52,3,2,2,2
